age,Dept,location,education,recruitment_type,job_level,rating,onsite,awards,Certification,Salary,Age in Company,Hike,Weight,satisfied
32.76,3,2,1,4,5,4,0,9,0,198377,10.9,6,59,1
27.06,1,2,2,1,1,4,1,9,0,57797,2.84,29,56,1
44.3,2,2,1,2,2,3,0,7,0,138627,19.08,16,55,0
55.82,2,1,2,3,2,2,1,11,1,148862,26.75,20,83,0
56.65,4,2,1,4,1,4,0,12,1,69983,34.66,0,53,0
55.03,3,2,1,3,1,1,0,10,1,81142,8.78,17,41,0
56.36,3,2,1,1,1,4,0,11,1,74101,12.7,27,60,1
35.32,3,1,2,1,3,4,1,7,0,45916,8.01,3,70,1
36.51,3,2,1,2,4,2,0,8,0,188390,6.99,7,44,1
26.89,3,1,2,3,3,4,1,12,1,177212,4.63,6,66,1
49.69,2,1,1,2,2,3,0,8,0,72024,3.95,5,59,0
49.72,3,2,2,3,3,1,1,7,0,193749,24.05,25,55,1
56.28,1,1,1,1,1,2,0,4,1,160090,14.31,24,60,1
34.94,2,1,2,1,1,3,1,4,1,176525,6.29,25,78,1
35.99,2,2,1,4,2,2,0,4,1,50844,11.29,30,44,1
48.44,1,2,2,1,3,3,1,4,1,47015,27.29,30,61,0
50.59,3,1,1,1,2,3,0,9,0,151110,10.85,26,54,0
36.8,2,2,1,2,1,3,0,5,1,151004,0.22,8,54,1
23.93,1,1,2,3,3,1,1,6,1,164790,0.12,22,73,1
31.43,2,2,2,1,5,4,1,1,0,113032,5.56,12,84,1
58.25,5,1,2,1,3,5,1,1,0,49505,31.55,22,60,1
30.94,4,1,2,1,3,3,1,8,0,46479,0.93,12,64,1
38.63,5,2,2,3,3,5,1,8,0,146369,9.96,15,54,1
29.78,1,2,1,4,4,3,0,8,0,84268,4.93,29,59,1
46.81,3,1,1,4,3,3,0,10,1,107866,21.78,23,57,0
37.14,3,1,2,3,1,1,1,10,1,155189,10.76,19,88,1
24.16,4,1,1,1,3,2,0,2,0,128875,0.41,6,41,1
47.1,1,2,1,4,3,3,0,9,0,50852,7.9,30,58,1
48.99,4,1,2,3,1,2,1,1,0,185809,9.5,19,85,1
38.01,4,2,1,2,3,5,0,11,1,188273,9.73,11,59,1
58.04,4,1,2,3,1,3,1,6,1,68879,10.15,28,52,0
40.13,3,1,2,1,3,5,1,5,1,153067,11.19,6,63,1
26.24,3,1,2,3,1,5,1,5,1,152486,4.19,0,50,0
37.5,4,2,2,1,3,3,1,6,1,148282,0.08,12,52,1
58.75,2,1,1,2,2,1,0,9,0,168735,28.92,19,57,0
55.14,3,2,1,2,1,4,0,9,0,113851,11.86,25,42,1
44.19,2,2,2,3,1,2,1,11,1,169078,15.68,2,57,1
41.38,3,1,2,1,2,1,1,2,0,121671,0.47,19,62,1
39.21,3,2,1,3,5,3,0,7,0,59076,2.04,1,50,1
52.52,5,1,2,1,1,4,1,3,0,91301,4.36,25,66,1
58.2,1,2,1,4,4,4,0,12,1,51297,33.6,22,52,0
37.74,4,1,1,2,1,4,0,11,1,111300,0.68,28,59,1
48.32,1,1,2,3,5,4,1,3,0,101321,1.4,21,61,1
43.21,2,1,2,3,3,3,1,11,1,131169,13.67,17,71,1
49.8,1,2,2,1,2,5,1,1,0,111889,11.53,23,77,1
55.52,3,2,1,2,1,4,0,1,0,68938,11.5,13,48,0
34.41,2,1,2,3,1,3,1,10,1,170166,0.78,13,82,1
30.25,5,1,2,3,4,3,1,2,0,139363,0.42,16,52,1
46.25,5,2,2,1,3,2,1,2,0,123129,14.42,13,52,0
27.95,2,1,2,3,5,3,1,11,1,127758,3.72,1,70,1
59.77,2,1,1,2,1,3,0,12,1,76088,32.64,1,56,0
28.23,1,1,1,2,2,5,0,9,0,54446,5.83,15,59,0
23.0,1,1,2,1,4,2,1,12,1,79323,1.61,4,78,0
46.14,2,1,1,4,3,4,0,1,0,74840,3.5,0,43,1
47.13,2,1,2,1,2,4,1,7,0,187849,22.07,3,64,1
43.84,2,2,1,1,2,3,0,6,1,60141,20.15,28,44,0
40.21,2,1,1,4,2,4,0,11,1,199310,18.68,17,56,1
27.48,2,1,2,3,4,3,1,2,0,143672,6.48,28,77,0
33.21,5,2,1,2,3,4,0,7,0,174989,9.07,1,56,1
56.34,3,2,1,2,4,4,0,7,0,197825,13.05,10,45,0
28.24,2,2,2,1,1,3,1,10,1,168957,6.75,26,78,1
47.22,2,2,1,2,2,4,0,11,1,86643,21.73,28,49,1
32.14,2,2,1,4,1,1,0,12,1,190330,10.58,23,53,0
37.08,2,2,2,1,1,3,1,12,1,179028,15.62,8,80,1
41.16,2,2,1,3,3,2,0,2,0,183666,0.48,3,42,0
45.93,5,1,1,3,1,3,0,3,0,47556,17.38,6,46,0
55.03,4,1,2,1,5,2,1,10,1,172476,3.77,0,77,1
46.97,2,1,1,2,1,2,0,7,0,197943,13.07,11,49,0
42.21,3,1,1,2,1,3,0,5,1,110867,12.19,7,40,1
43.99,2,1,2,1,2,4,1,3,0,194114,12.35,19,57,1
51.43,5,2,2,1,2,3,1,2,0,148311,18.43,16,89,1
22.0,3,1,1,2,2,4,0,3,0,183913,0.39,22,52,1
40.39,4,1,2,1,4,1,1,12,1,132526,7.64,28,73,1
44.14,4,1,1,2,1,3,0,10,1,70427,14.78,23,47,1
45.85,2,2,1,2,1,2,0,5,1,95501,1.24,29,57,0
26.76,4,2,1,3,1,3,0,8,0,53941,0.91,10,48,0
31.85,3,1,1,3,5,3,0,7,0,147635,3.0,26,43,1
50.92,3,1,1,2,4,3,0,1,0,69515,4.54,0,45,0
40.25,3,1,2,1,1,3,1,4,1,164995,15.26,10,83,1
39.9,1,2,1,2,3,3,0,7,0,165187,18.07,1,52,1
58.48,2,1,2,1,4,1,1,10,1,174719,18.79,9,69,1
51.21,3,1,2,1,1,3,1,11,1,65801,17.69,2,78,1
33.56,2,1,2,1,1,2,1,5,1,143520,5.23,25,79,1
51.64,2,1,2,1,3,5,1,7,0,47463,0.99,17,50,1
32.36,1,1,2,1,1,4,1,10,1,154336,3.76,28,68,1
33.72,5,1,1,3,2,4,0,8,0,167616,3.93,24,53,0
41.13,1,2,2,3,3,3,1,9,0,76086,4.83,13,73,1
44.3,3,2,1,4,3,4,0,10,1,55741,5.8,28,55,1
28.25,5,2,2,1,4,4,1,11,1,111572,3.72,18,60,0
47.49,3,2,1,4,2,2,0,3,0,69693,1.33,25,45,0
36.28,2,1,1,2,1,3,0,2,0,128485,12.46,8,54,1
50.77,4,1,2,1,2,1,1,6,1,182648,17.13,25,57,1
30.16,3,2,2,3,2,1,1,6,1,198549,7.15,28,63,1
26.38,5,2,2,1,1,4,1,6,1,45678,2.13,3,55,0
47.79,1,1,2,1,5,5,1,1,0,169788,11.51,28,75,1
57.0,5,2,1,4,2,2,0,4,1,190966,21.31,19,59,0
28.76,2,1,2,1,2,1,1,11,1,136915,2.7,16,63,1
42.58,3,1,1,2,2,1,0,3,0,60619,6.35,6,59,0
23.39,5,2,2,1,4,4,1,2,0,194849,1.44,30,57,1
21.54,2,1,2,3,2,5,1,1,0,106135,0.53,15,83,0
40.96,5,2,1,4,4,3,0,4,1,140353,8.33,0,44,0
53.11,5,1,2,1,2,3,1,12,1,43470,17.67,0,79,0
44.26,2,2,2,1,3,1,1,11,1,146802,13.75,5,66,1
51.02,1,1,1,2,1,1,0,10,1,108751,1.76,14,60,0
51.34,2,1,1,4,1,2,0,3,0,117074,20.42,25,42,1
36.32,1,2,2,1,2,5,1,7,0,199595,5.04,21,76,1
32.52,1,1,2,1,1,2,1,5,1,99564,10.18,6,73,0
29.62,2,2,1,4,1,5,0,9,0,147066,1.86,9,57,1
31.69,2,2,1,1,1,2,0,3,0,192325,8.4,17,49,1
50.39,3,2,2,1,2,4,1,4,1,83257,19.3,28,60,1
43.78,3,1,1,3,1,3,0,7,0,160333,16.06,13,46,0
28.64,2,2,2,1,1,2,1,12,1,69488,3.62,5,86,0
38.53,3,1,2,1,2,3,1,9,0,150879,15.9,17,89,1
57.82,4,2,1,2,2,2,0,11,1,110134,33.76,9,45,0
52.56,1,1,2,1,2,2,1,5,1,92085,16.21,9,62,0
52.93,2,2,1,4,3,2,0,11,1,117082,30.68,23,42,1
37.56,2,1,2,1,3,3,1,8,0,199544,2.93,18,71,1
22.94,2,1,1,2,4,1,0,11,1,69804,0.68,4,54,0
49.86,4,1,1,2,3,4,0,2,0,96082,14.49,9,54,0
21.42,1,2,1,3,1,2,0,5,1,176068,0.17,17,51,0
40.17,4,1,2,1,2,2,1,5,1,169657,4.17,27,63,0
48.42,5,1,1,1,1,4,0,12,1,78254,15.59,8,55,0
23.62,3,2,2,1,1,4,1,4,1,194365,0.25,4,81,1
59.62,3,2,2,3,2,4,1,8,0,190323,25.94,17,73,1
44.99,5,2,2,3,2,3,1,5,1,199587,15.25,12,82,0
43.74,2,1,2,1,2,4,1,12,1,130377,0.59,11,88,1
56.25,3,2,1,2,3,3,0,4,1,132254,16.31,4,41,0
51.13,5,2,2,1,4,5,1,9,0,133880,5.89,30,84,1
57.32,2,2,2,1,2,4,1,8,0,177236,18.98,10,74,1
56.72,4,2,2,1,3,3,1,1,0,172472,19.53,11,89,1
32.09,2,2,2,1,1,1,1,7,0,120855,11.0,24,65,1
47.11,3,1,1,1,1,5,0,4,1,183429,14.29,8,43,1
30.68,4,2,2,3,2,2,1,5,1,182533,9.23,29,78,0
59.0,4,1,2,1,3,4,1,9,0,54741,30.87,5,84,1
46.95,1,1,1,2,1,1,0,5,1,179552,21.21,21,55,1
51.81,3,1,1,2,1,2,0,11,1,130815,27.74,21,53,1
42.29,5,2,1,4,3,4,0,2,0,169944,10.44,14,44,1
43.56,2,2,1,3,1,4,0,2,0,163800,19.46,19,57,0
37.59,4,2,1,2,1,3,0,7,0,158510,5.01,24,50,1
42.04,2,1,2,1,2,2,1,4,1,115542,11.31,20,79,1
39.57,1,1,2,1,3,4,1,1,0,170961,12.54,13,74,1
44.19,3,2,2,3,1,4,1,9,0,175163,13.88,18,65,1
35.23,3,1,2,3,4,4,1,10,1,121177,7.77,16,58,1
25.73,4,1,2,1,5,4,1,12,1,117265,1.66,18,88,1
54.65,3,1,1,3,1,1,0,6,1,56609,18.12,5,50,0
38.04,5,1,1,4,1,3,0,11,1,85755,4.74,19,45,0
29.02,5,1,1,3,2,1,0,7,0,126783,7.08,23,52,1
22.34,2,1,1,2,5,4,0,2,0,128301,0.46,6,44,0
28.85,2,1,2,1,3,4,1,11,1,139947,0.72,21,87,1
43.05,5,1,2,1,2,3,1,2,0,166408,0.46,14,66,1
24.58,2,2,2,1,2,4,1,3,0,52835,1.36,14,82,0
43.44,5,2,2,3,1,3,1,11,1,46120,2.69,17,74,1
27.22,2,1,2,3,1,4,1,5,1,58560,5.19,13,89,1
59.52,4,2,1,2,3,4,0,11,1,154355,11.75,4,42,1
24.48,2,1,2,1,1,1,1,5,1,97626,1.18,30,52,1
34.17,3,2,1,2,2,1,0,3,0,85848,5.36,24,50,0
23.98,4,1,1,2,3,5,0,11,1,97070,0.74,25,41,1
50.55,2,1,1,2,1,1,0,10,1,85740,13.8,1,57,0
47.75,4,1,2,1,5,3,1,3,0,42727,21.39,8,88,1
48.73,1,2,2,1,1,5,1,10,1,112770,14.77,28,70,1
39.06,3,2,1,4,2,3,0,3,0,149626,5.38,17,59,0
39.58,3,2,1,4,4,2,0,10,1,48112,3.8,17,47,1
32.37,3,2,2,3,2,1,1,3,0,155494,0.33,22,60,1
35.92,2,2,2,3,3,4,1,8,0,134824,13.96,29,70,1
40.62,5,1,2,1,1,4,1,3,0,162409,18.36,18,69,1
51.9,5,1,2,3,1,3,1,4,1,132927,2.27,16,75,1
49.76,5,1,1,1,1,1,0,7,0,51558,1.0,29,41,0
53.62,2,2,2,1,2,2,1,12,1,195107,21.63,2,74,1
42.5,4,1,1,2,5,3,0,10,1,136133,12.8,28,58,1
56.08,4,1,1,2,3,5,0,11,1,108044,34.7,13,58,0
51.31,5,1,1,2,5,3,0,11,1,157339,1.69,28,53,0
54.27,2,2,1,2,5,3,0,7,0,144369,29.09,15,42,0
45.73,4,2,2,1,4,5,1,5,1,168541,17.25,30,71,1
22.57,3,2,1,3,4,5,0,6,1,90233,1.14,13,52,1
43.85,1,2,1,4,2,3,0,1,0,172531,1.52,11,51,0
21.41,1,1,1,1,2,2,0,6,1,93519,0.13,30,55,1
58.09,2,2,2,1,4,5,1,3,0,56909,5.38,7,55,1
21.12,3,2,1,4,1,5,0,7,0,137666,0.05,28,52,1
31.18,1,2,1,4,4,4,0,10,1,132613,2.8,15,52,1
28.13,5,2,2,1,1,4,1,12,1,106123,6.58,3,62,0
35.5,3,2,2,1,1,1,1,8,0,60545,12.0,22,75,0
45.3,2,2,2,3,3,5,1,1,0,42424,1.53,5,80,1
33.54,4,1,1,2,3,3,0,9,0,71346,7.83,22,57,1
22.62,4,1,1,3,2,4,0,5,1,90899,0.2,16,58,1
57.65,4,2,2,3,1,5,1,5,1,103285,4.23,8,56,1
32.04,1,1,1,2,5,1,0,6,1,122994,0.1,11,47,1
29.11,2,2,1,4,1,3,0,3,0,43271,2.37,0,51,0
42.64,2,2,2,1,5,3,1,1,0,54226,11.52,18,86,1
35.38,3,1,1,2,3,4,0,4,1,135999,5.28,21,43,1
37.05,3,1,1,4,3,3,0,1,0,136767,7.54,19,59,1
51.56,5,2,1,4,1,1,0,10,1,186210,5.81,1,45,0
40.04,4,1,1,2,1,5,0,11,1,72637,6.72,4,59,1
42.25,3,2,2,1,3,3,1,7,0,59086,9.01,6,64,1
59.43,3,1,1,1,1,4,0,11,1,152543,0.68,21,42,0
53.48,3,1,1,4,3,5,0,7,0,183766,15.07,2,57,1
56.24,4,1,1,2,3,4,0,11,1,145322,31.71,18,57,0
22.04,1,2,1,4,1,1,0,6,1,164980,0.12,13,52,0
22.05,3,1,2,1,2,3,1,6,1,183026,0.09,14,50,1
42.93,4,2,2,1,2,3,1,10,1,47823,21.79,21,62,0
46.72,4,2,2,1,1,4,1,2,0,86624,2.48,9,81,1
42.21,2,1,1,2,1,3,0,12,1,180643,15.67,5,41,0
25.15,5,1,2,3,3,4,1,9,0,177329,1.9,1,83,0
24.92,2,1,1,2,2,4,0,1,0,141050,3.51,28,60,0
56.56,2,1,2,1,1,1,1,11,1,98547,34.69,1,51,1
40.43,3,2,1,4,5,4,0,11,1,110067,11.68,24,45,1
53.78,1,2,1,2,4,1,0,8,0,53467,25.93,25,60,0
59.91,3,1,2,3,3,5,1,12,1,119391,0.59,24,64,1
44.92,1,2,1,2,1,5,0,4,1,103250,4.28,29,46,1
39.09,3,1,2,1,4,3,1,12,1,156781,8.64,23,83,1
36.3,5,2,1,2,1,1,0,3,0,90866,1.4,3,46,1
49.31,3,1,2,3,3,3,1,2,0,154576,12.44,24,60,1
21.53,2,2,2,1,4,5,1,4,1,75545,0.24,17,66,1
47.75,2,2,2,3,1,3,1,1,0,46338,3.5,8,76,0
58.94,2,1,1,4,1,2,0,11,1,82856,8.68,21,54,0
27.98,2,1,2,3,3,4,1,9,0,116615,6.88,27,82,1
27.2,3,1,1,4,3,3,0,6,1,95405,1.08,3,49,1
43.71,2,2,2,1,2,1,1,3,0,148830,18.37,14,87,0
34.22,2,2,1,4,3,4,0,11,1,129172,5.69,25,50,1
27.76,3,2,2,1,1,4,1,10,1,76298,4.77,16,57,1
36.31,3,2,1,4,1,2,0,5,1,120456,12.2,4,57,0
30.44,2,2,2,3,2,5,1,7,0,81372,7.01,16,53,1
32.52,2,1,1,2,3,1,0,7,0,188458,9.03,14,42,1
57.92,4,2,1,2,3,2,0,5,1,47699,14.2,8,40,0
54.33,2,1,2,1,4,2,1,1,0,118481,13.56,8,54,1
57.13,3,2,1,4,5,2,0,2,0,70617,23.5,10,57,0
28.51,5,2,2,1,5,4,1,1,0,150762,5.53,21,61,1
46.68,5,2,2,3,1,2,1,5,1,90670,1.17,4,54,0
59.3,5,2,2,1,2,3,1,3,0,79920,7.35,13,58,1
43.18,1,2,1,2,5,3,0,6,1,115246,5.12,1,40,1
37.73,1,1,2,3,1,3,1,8,0,110039,9.92,12,52,1
55.72,1,2,1,2,3,3,0,3,0,133346,15.4,20,50,0
21.34,2,1,2,1,4,3,1,4,1,70368,0.32,29,58,0
31.67,2,1,2,1,3,2,1,6,1,148472,7.15,8,86,1
58.02,3,1,1,4,1,5,0,11,1,196651,0.73,10,53,0
26.68,1,1,2,1,2,5,1,5,1,154644,3.22,1,69,1
39.16,1,2,1,4,2,3,0,11,1,163078,10.74,12,49,1
52.92,1,2,1,4,3,2,0,3,0,80539,4.37,11,57,1
50.05,4,1,1,3,2,4,0,10,1,129865,15.75,6,50,1
34.64,3,2,2,1,1,5,1,8,0,86759,1.94,16,73,1
47.53,4,2,1,2,2,3,0,11,1,91457,16.73,6,52,1
26.91,1,1,2,1,3,3,1,11,1,41221,1.69,22,73,0
34.84,2,2,2,1,3,5,1,12,1,90355,0.61,3,65,1
34.64,2,1,2,1,3,1,1,11,1,77672,1.72,28,76,1
31.81,2,1,2,3,3,1,1,1,0,61570,7.51,24,70,1
55.85,2,1,2,3,2,3,1,4,1,182328,26.29,25,90,0
35.21,5,2,2,1,4,4,1,10,1,192702,3.82,12,62,0
37.17,2,1,2,3,5,1,1,2,0,153642,3.43,20,78,1
47.43,2,1,1,3,2,2,0,1,0,164638,0.53,0,45,0
53.64,1,1,2,1,3,5,1,11,1,40194,21.73,0,60,1
56.33,3,1,2,1,1,3,1,4,1,157890,11.3,14,69,1
49.69,5,2,2,1,3,5,1,3,0,81709,9.38,26,51,1
44.4,4,2,2,1,1,2,1,4,1,149538,22.27,18,59,0
38.41,4,2,2,3,1,3,1,5,1,178192,2.19,28,83,1
27.17,3,2,1,2,4,3,0,8,0,145813,0.98,30,48,1
57.08,3,1,2,3,4,3,1,10,1,72196,4.79,22,59,1
42.82,3,1,2,1,3,2,1,11,1,195302,9.69,0,51,1
34.95,3,2,1,2,1,4,0,6,1,189219,10.15,29,47,1
54.07,2,2,1,1,1,3,0,12,1,187771,3.62,13,57,1
41.21,4,2,1,2,2,4,0,12,1,81207,10.61,4,41,1
35.35,2,1,2,1,3,4,1,7,0,123620,8.05,18,72,1
55.29,2,1,2,1,2,4,1,1,0,98208,1.55,28,81,1
50.17,2,1,1,2,1,1,0,5,1,138967,10.24,23,54,0
39.37,1,1,2,3,1,3,1,2,0,113127,2.47,21,75,0
45.74,4,2,1,2,1,4,0,6,1,91339,24.15,23,58,1
40.15,5,1,2,3,3,2,1,11,1,44622,2.67,8,60,0
27.93,3,1,2,1,3,3,1,8,0,151013,2.94,8,62,1
46.83,2,2,2,1,3,4,1,3,0,83120,21.34,19,56,1
31.32,1,1,1,3,3,4,0,9,0,42959,4.87,23,48,1
34.44,5,1,1,2,1,3,0,11,1,164956,0.73,6,44,0
40.66,5,2,1,3,1,3,0,3,0,64427,14.35,29,42,1
36.29,4,1,1,4,1,2,0,7,0,199636,3.04,11,45,1
58.48,4,1,1,2,2,3,0,1,0,163141,16.52,10,54,0
50.79,5,1,1,4,3,2,0,1,0,195234,9.52,6,48,1
45.99,3,1,1,4,1,3,0,11,1,121133,0.66,25,58,0
55.43,2,2,1,4,2,4,0,8,0,106901,2.95,4,54,1
49.21,3,1,2,1,5,4,1,10,1,89196,10.83,28,75,1
50.04,1,1,2,1,3,4,1,8,0,73512,12.98,28,75,1
42.37,2,1,1,4,2,4,0,8,0,116960,19.94,22,51,1
51.35,5,2,2,1,4,4,1,11,1,147426,1.67,27,72,0
34.56,3,1,1,4,1,4,0,12,1,83597,5.59,27,46,1
38.71,1,2,2,1,1,2,1,11,1,102380,7.71,29,56,0
49.6,1,2,1,4,3,4,0,5,1,194146,12.22,4,47,1
46.13,3,1,1,1,5,3,0,9,0,104502,22.85,7,41,0
57.19,4,2,2,3,1,1,1,8,0,166470,26.99,4,56,1
49.54,2,1,1,2,3,3,0,12,1,191456,7.59,11,47,0
50.28,4,1,1,1,5,4,0,6,1,73832,10.15,17,57,1
39.3,2,1,1,4,2,1,0,3,0,64701,3.37,5,58,0
34.78,5,2,1,3,2,4,0,8,0,88098,2.96,30,55,1
43.97,5,2,2,3,4,4,1,4,1,99890,9.3,2,88,1
48.37,2,1,1,1,1,1,0,4,1,88568,24.31,26,55,1
27.32,1,2,2,1,5,4,1,6,1,40377,4.12,13,80,1
52.66,5,1,1,2,1,1,0,8,0,141422,23.98,6,59,1
48.63,2,1,2,1,1,3,1,3,0,198866,8.39,19,83,1
49.62,4,2,1,2,5,5,0,6,1,174808,3.1,27,40,1
23.14,5,1,1,2,1,5,0,10,1,112165,1.75,16,54,0
32.17,3,2,2,3,3,4,1,4,1,94536,10.3,10,83,1
57.87,3,1,1,4,3,4,0,7,0,194093,33.07,5,43,1
42.13,2,1,1,2,3,5,0,8,0,185414,8.91,21,58,0
36.63,2,2,1,2,3,4,0,1,0,131480,6.56,27,41,1
23.28,2,1,2,1,3,3,1,9,0,83193,0.84,7,83,0
53.25,2,1,1,2,1,4,0,3,0,128318,3.35,27,49,1
54.84,4,2,1,2,1,4,0,1,0,82153,3.52,15,58,0
55.13,4,1,2,1,2,3,1,9,0,103020,31.86,3,65,1
29.02,5,2,1,2,2,4,0,9,0,103301,2.88,1,50,1
23.0,5,2,2,1,1,3,1,12,1,143815,0.65,8,61,1
59.99,4,1,2,3,5,4,1,10,1,168200,30.77,5,79,1
23.93,3,2,2,3,3,1,1,5,1,127263,0.2,24,68,1
24.98,1,1,2,1,3,3,1,6,1,183424,1.09,3,79,0
59.59,2,1,1,4,3,3,0,8,0,124892,37.01,2,52,0
31.67,3,1,2,3,1,3,1,3,0,80634,10.36,1,65,1
21.77,3,2,1,2,1,2,0,5,1,62968,0.2,9,46,1
56.85,1,1,1,4,2,5,0,12,1,117283,3.59,10,53,1
28.16,5,1,1,4,1,4,0,5,1,180386,6.22,9,52,1
43.29,2,1,2,1,3,1,1,5,1,62941,11.19,24,55,1
46.35,1,1,2,1,5,5,1,6,1,189679,5.1,29,63,1
25.9,3,2,1,3,1,3,0,1,0,196255,4.56,27,52,0
54.08,5,2,1,4,2,4,0,5,1,46165,30.19,12,55,0
53.1,2,2,2,1,2,4,1,7,0,197516,3.06,20,67,1
33.81,2,2,2,1,4,2,1,11,1,150215,3.72,12,89,0
59.46,2,1,2,3,3,2,1,7,0,61872,18.02,26,57,0
35.42,1,1,1,3,5,3,0,4,1,127633,6.25,24,52,1
40.64,4,2,1,2,4,1,0,6,1,158154,16.16,25,40,0
34.27,2,2,2,3,3,3,1,3,0,173181,2.34,7,53,1
23.46,1,1,1,2,3,3,0,4,1,158326,1.3,14,46,1
52.44,2,1,2,1,2,3,1,10,1,182218,23.79,20,58,0
26.33,2,2,2,1,3,1,1,4,1,122563,3.27,7,87,0
36.27,3,1,1,2,3,5,0,11,1,95461,3.67,0,54,1
48.88,5,1,1,2,5,4,0,7,0,184961,15.04,10,40,1
36.1,4,2,2,1,3,3,1,2,0,121884,10.46,0,77,1
51.88,2,2,1,2,3,4,0,1,0,124854,23.53,17,46,1
25.32,1,1,2,1,4,3,1,2,0,184723,0.42,3,55,1
44.31,2,2,2,3,3,4,1,12,1,148778,0.63,1,80,1
21.59,1,2,2,1,3,4,1,7,0,55625,0.02,27,68,0
43.84,2,1,2,3,1,2,1,2,0,88043,9.47,6,81,1
42.39,3,1,2,3,3,3,1,7,0,81911,2.08,16,88,1
27.4,4,2,1,2,2,2,0,9,0,176938,0.87,30,41,0
50.77,4,2,2,1,1,5,1,9,0,51967,1.89,27,59,1
28.1,3,2,2,1,2,3,1,12,1,56555,0.58,0,88,1
47.38,3,1,1,1,1,4,0,11,1,183758,21.68,3,58,1
27.37,3,1,1,2,5,5,0,10,1,49252,0.75,15,57,1
35.73,1,2,1,1,1,3,0,12,1,101467,0.59,27,58,1
32.36,2,1,1,3,4,4,0,1,0,148721,1.51,24,58,0
55.67,4,2,2,1,2,2,1,2,0,185269,20.45,22,52,1
26.54,1,1,2,1,3,4,1,12,1,50694,4.62,1,58,1
51.24,2,2,2,3,2,4,1,12,1,119212,21.59,4,76,1
27.65,3,2,2,1,1,5,1,8,0,69276,1.96,10,81,0
40.58,4,1,1,3,1,3,0,12,1,62237,18.67,9,55,1
57.8,2,1,1,1,3,2,0,4,1,103890,9.32,0,50,0
42.29,2,1,2,1,4,1,1,3,0,147321,17.37,17,86,1
25.85,3,2,1,4,1,5,0,10,1,101862,0.75,19,42,1
30.88,3,1,1,4,4,1,0,8,0,133736,1.97,6,50,1
29.11,5,2,2,1,1,1,1,10,1,61622,7.75,8,65,0
38.57,3,2,2,3,2,1,1,9,0,117445,9.88,2,64,1
21.15,1,1,2,1,2,2,1,6,1,61529,0.1,8,78,0
52.3,1,1,2,1,1,2,1,1,0,44616,26.54,27,54,0
55.01,4,2,1,4,3,1,0,2,0,199331,21.47,16,53,1
56.98,1,2,1,2,1,2,0,1,0,133265,5.54,17,58,1
48.55,4,1,2,3,5,1,1,7,0,47232,17.08,7,68,0
30.01,1,1,1,3,3,1,0,3,0,188016,1.4,26,53,1
47.12,3,1,1,4,2,3,0,7,0,147611,15.08,13,49,0
43.09,5,1,1,1,1,3,0,6,1,152995,6.1,26,55,0
47.42,3,2,1,2,1,4,0,6,1,114333,5.15,23,53,1
42.16,4,1,2,3,4,1,1,8,0,127848,12.93,19,66,1
45.65,5,2,1,2,1,4,0,8,0,104715,4.97,9,43,1
46.72,3,2,2,1,3,3,1,3,0,191878,15.39,25,62,0
36.92,2,1,1,3,1,3,0,1,0,147098,6.56,16,56,0
27.32,2,1,1,4,2,2,0,10,1,101311,2.78,12,59,0
43.87,1,2,2,1,2,2,1,8,0,169051,11.93,25,65,0
46.36,1,2,1,4,3,5,0,8,0,84690,6.94,3,44,1
57.56,2,2,2,3,3,4,1,8,0,91201,23.97,9,72,1
38.05,3,2,1,2,3,3,0,11,1,161385,1.68,12,40,1
46.64,5,1,1,2,2,4,0,7,0,191684,17.01,7,60,1
46.72,3,1,1,2,5,4,0,3,0,88237,11.35,25,50,0
34.68,4,2,2,3,3,5,1,4,1,66222,2.31,11,89,1
26.32,2,2,2,3,3,3,1,6,1,159327,4.16,28,80,0
50.89,4,2,2,1,1,4,1,9,0,148834,10.86,21,51,1
59.19,1,2,2,1,1,4,1,12,1,83858,27.62,14,59,1
31.94,2,2,2,1,4,1,1,7,0,198150,6.07,20,61,0
58.09,3,1,2,1,1,1,1,8,0,87179,33.95,17,65,1
26.13,2,2,1,2,1,3,0,3,0,74377,2.39,20,59,1
43.41,3,1,2,1,3,1,1,4,1,99921,16.27,10,86,1
36.81,2,1,2,1,2,3,1,3,0,171874,4.39,28,89,0
59.75,3,2,1,4,1,3,0,12,1,140264,25.65,10,49,0
50.97,1,1,2,1,1,4,1,10,1,192349,12.79,28,63,1
43.66,5,2,2,3,1,4,1,4,1,74327,12.28,30,55,0
58.13,5,2,1,2,2,1,0,10,1,103694,5.81,3,55,0
32.66,3,1,2,3,2,3,1,9,0,179686,4.86,19,84,1
59.55,3,1,1,2,1,4,0,5,1,129437,31.19,16,40,1
52.48,3,2,1,1,2,4,0,11,1,137008,7.73,27,59,1
28.54,3,1,1,2,1,1,0,12,1,173817,6.59,7,53,1
33.62,1,2,1,2,1,2,0,8,0,194828,3.93,26,51,1
56.14,3,2,2,3,3,5,1,12,1,87488,27.62,8,56,1
30.08,4,1,2,1,1,4,1,12,1,132426,3.61,20,65,1
58.0,2,1,1,4,2,3,0,3,0,138851,17.41,5,58,0
38.39,3,1,1,4,5,4,0,3,0,165856,12.34,21,58,1
56.55,2,1,2,1,2,3,1,10,1,136003,22.78,4,54,0
40.88,5,1,1,1,1,2,0,10,1,142076,10.8,4,59,0
24.32,3,2,2,1,3,2,1,10,1,164316,2.81,27,87,0
